CID0,TOID,CPPO,CPST,CPTX
748,511,6,218,-b holds on to beat -d.
749,511,6,218,The -J barely edge out conference foe -d in -; -L---M thriller.
750,511,6,218,-# -b triumphs over -d in -; -g riot.
751,511,6,218,-b squeaks by -d in conference play.
752,511,6,219,-b drops -d and increases -g record to -I.
753,511,6,219,-d is floored in a lopsided -L---M -g loss to -b.
754,511,6,219,-# -b plows over -d in a convincing conference victory.
755,511,6,219,The -J pound -d to improve to -I in the -g.
756,511,6,219,-b wallop conference rival -d -L---M.
757,511,6,219,-b takes it to -d -L---M in conference play.
758,511,6,220,-b explodes for -L points against -g rival -d.
759,511,6,220,The -J KO -d in conference play.
760,511,6,220,-d gets clobbered in conference play by -b -L---M.
761,511,6,220,-b creams -d and improve its conference record to -I.
762,511,6,220,-b moves to -H (-I) after their drubbing of -d.
763,511,6,220,-J suffer a collapse against -g foe -d.
764,511,6,222,-b travels to -N and takes out conference rival -d.
765,511,6,222,-# -b returns to -E with a conference victory over -d.
766,511,6,222,-b improves to -I in league play with a win at -N.
767,511,6,222,-d fans are crying after watching their -K lose to conference foe -b.
768,511,6,222,-b wins their conference battle at -d -L---M.
769,511,6,222,-b-" -g tour rumbles through -N with -; -L---M victory.
770,511,6,223,-J defend -% with a conference win over -d.
771,511,6,223,-b triumps over -d in -E.
772,511,6,223,The -J win a huge -g battle at home.
773,511,6,223,-b guards their turf against -g rival -d.
774,511,6,223,The home crowd helps -b in their -L---M -g win over -d.
775,511,6,223,The -# -J improve to -I in the conference with a home win vs. -d.
776,511,6,224,-b-" win streak is up to -Y games as they slip by -d.
777,511,6,224,-J improve streak to -Y games in thrilling fashion.
778,511,6,224,-b-" -Y--game winning streak survives a scare against -d.
779,511,6,224,-b-" winning streak is preserved as they narrowly get by -d.
780,511,6,225,-J are confident having won -Y straight.
781,511,6,225,-b-" streak is at -Y games after their defeat of the -K.
782,511,6,225,-J down -d and improve win streak to -Y games.
783,511,6,225,-b-" streak rolls on to -Y games with -L---M victory.
784,511,6,225,-b (-H) has won -Y consecutive games.
785,511,6,225,-b moves their winning streak to -Y games as they take down -d.
786,511,6,226,-J pull off OT thriller to remain undefeated at -H.
787,511,6,226,-b comes up big in OT.
788,511,6,226,The -J refuse to lose again as they top -d -L---M in OT.
789,511,6,226,-b (-H) proves they can win the close ones as they knock out -d in OT.
790,511,6,226,-b remains undefeated as -d cannot close the deal in OT.
791,511,6,227,-b remains undefeated following a defensive struggle with -d.
792,511,6,227,Undefeated -J endure a defensive battle against -d.
793,511,6,227,-b struggles offensively but manage to stay unbeaten in -P.
794,511,6,227,-J continue to win despite a less--than--stellar performance.
795,511,6,227,The -J defense makes up for poor offense performance in win over -d.
796,511,6,228,Undefeated -b holds off an offensive onslaught from -d
797,511,6,228,-J remain undefeated following a high--scoring battle with -d.
798,511,6,228,-b out--duels -d -L---M.
799,511,6,228,-b outlasts -d to improve to -H for the season.
800,511,6,228,-b stays undefeated as they outscore -d -L---M.
801,511,6,229,-d is completely shut down by the undefeated -J.
802,511,6,229,-J shut out -d and up record to -H.
803,511,6,229,-b shows their mettle while blanking out -d.
804,511,6,229,-b-" defense pitches a shutout against -d to keep the -J undefeated.
805,511,6,229,-b shut out -d to remain unbeaten on the year.
806,511,6,232,-b-" ugly win improves their -P record to -H.
807,511,6,232,-K cannot close out undefeated -b.
808,511,6,232,-J are still undefeated as they edge out -d -L---M.
809,511,6,232,-b survives a tight battle vs. -d to remain unbeaten.
810,511,6,232,-b remain undefeated despite close call against -d.
811,511,6,233,-b thumps -d and move to -H.
812,511,6,233,-K get blasted by undefeated -b -L---M.
813,511,6,233,The undefeated -J outclass -d -L---M.
814,511,6,233,The -J overwhelm -d to improve to -H for -P.
815,511,6,233,Undefeated -b dominates both sides of the ball in win over -d.
816,511,6,234,Undefeated -J rout -d -L---M.
817,511,6,234,-J continue to win as they clobber -d -L---M.
818,511,6,234,Undefeated -b is celebrating following with -; -L---M thrashing of -d.
819,511,6,234,-b-" dismantling of -d has the rest of the country shaking in their shoes.
820,511,6,234,Undefeated -b humiliates -d as they run up the score -L---M.
821,511,6,236,-b (-H) goes on the road and takes care of business against -d.
822,511,6,236,-J travel to -N and finish off -d to improve to -H.
823,511,6,236,-b remains undefeated after a visit to -N.
824,511,6,236,-b-" undefeated tour moves through -N -L---M.
825,511,6,236,-d just doesn't have what it takes to knock off -b in -N.
826,511,6,237,Undefeated -J defend their home turf against -d.
827,511,6,237,-J continue to win with a victory over -d.
828,511,6,237,The -J are still perfect after a home victory over -d.
829,511,6,237,-b (-H) is rolling through their schedule.
830,511,6,237,Undefeated -b protects their home turf as they beat -d -L---M.
831,511,6,238,-d keeps it close but fall short in OT to -b.
832,511,6,238,-J outplay -d in a wild overtime affair.
833,511,6,238,-b finds a way to win with -; -L---M OT thriller.
834,511,6,238,-K are dropped in overtime by a stubborn -b squad.
835,511,6,238,-b prevails in overtime against -d -L---M.
836,511,6,238,-b needs OT to get past -d.
837,511,6,239,Defense helps -b overcome a lackluster offensive performance.
838,511,6,239,The -J prevail on a day when both offenses were off.
839,511,6,239,-b wins a low--scoring affair with the -K.
840,511,6,239,Slower--than--usual pace can't stop -b from winning against -d.
841,511,6,239,-K can't do anything against -b-" defense.
842,511,6,239,-b-" defense holds tough in -; -L---M win vs. -d.
843,511,0,240,-f outlasts the -K defense in -; -L---M shootout.
844,511,6,240,-J win despite playing horribly on defense.
845,511,6,240,-b holds off -K in high--scoring battle.
846,511,6,240,-J walk away victorious on an all--offensive day.
847,511,6,240,-K downed in shootout with -b -L---M.
848,511,6,240,-J out--duel -d -L---M.
849,511,6,240,-f and the -J have the final say in -; -L---M victory over -d.
850,511,6,242,-J blank -d -L---M.
851,511,6,242,-K can't do anything on offense and lose -L---M to -b.
852,511,6,242,-b-" defense dominates -K -L---M.
853,511,6,242,-J shut down -d -L---M.
854,511,6,242,-d were awful on offense and come up empty against -J.
855,511,6,242,-b-" defense leads them to -; -L---M victory against -d.
856,511,6,245,-K bow out at the end to -b -L---M.
857,511,6,245,-J survive a thrilling -L---M game against -d.
858,511,6,245,-b slips past -K -L---M.
859,511,6,245,-b finds a way to win against -d.
860,511,6,245,-f and the -J are relieved after a near mishap against -d.
861,511,6,245,The -J inch past -d -L---M.
862,511,6,246,-J show their character in -; -L---M win over -d.
863,511,6,246,-b tops -d in convincing fashion -L---M.
864,511,6,246,-J are fearless after convincing win against -d.
865,511,6,246,-K are demoralized in -L---M whipping by -b.
866,511,6,246,-b slams -d -L---M.
867,511,6,246,-b looks polished in -; -L---M win vs. -d.
868,511,6,247,-K are embarrassed following -; -L---M shellacking by -b.
869,511,6,247,-d is licking their wounds after -; -L---M -b whipping.
870,511,6,247,-b hangs -L points on the -K.
871,511,6,247,-J take -d to school -L---M.
872,511,6,247,-J insult -d -L---M.
873,511,6,247,-b takes the -K to the woodshed.
874,511,0,249,The -f--led -J are the early favorites to win the -g title.
875,511,1,249,-f-" running has -b fans looking at a possible conference title.
876,511,5,249,-f-" special teams play has -J as the early favorites for -g title.
877,511,6,249,-f and -b hope to wear -g Championship rings at season's end.
878,511,6,249,-b-" -B -A -f is confident about winning the -g.
879,511,6,249,-f likes -b-" chances of winning the -g in -P.
880,511,6,249,-f wants to help his -J to the -g title.
881,511,6,249,There are rumblings out of -E of a possible -g title in -P.
882,511,6,249,-b is one of the favorites to take home the -g title in -P.
883,511,6,249,-J are the team to beat in the -g.
884,511,6,249,It's still early but -b looks to be the -g champs this season.
885,511,6,249,-J lead a wide--open -g race in -P.
886,511,0,250,-f-" leadership has -b fans talking about -; -g title.
887,511,1,250,-b-" ground game has the -J on track for the -g title.
888,511,2,250,The rest of the -g is scrambling for ways to stop -f and the -J.
889,511,3,250,The -g--leading -J have one of the better defenses in the conference.
890,511,4,250,Can a kicker make a difference?  Just ask -g--leading -b.
891,511,4,250,-f-" clutch play has the -J ahead of the -g pack.
892,511,6,250,-b-" quest for the -g championship ring is looking brighter.
893,511,6,250,-f and the -J are comfortable atop the -g.
894,511,6,250,The goal of winning the -g is within reach for -b.
895,511,6,250,Not winning the -g would be devastating to -f and the -J.
896,511,6,250,-f-" play is one of the reasons the -J are sitting atop the -g.
897,511,6,250,-J improve to -I in -g play with a win against -d.
898,511,6,250,The -g--leading -J improve to -I in conference play.
899,511,6,250,A conference win against -d has the -J atop the -g race.
900,511,6,250,The -g title picture is getting a little clearer with the -J win vs. -d.
901,511,2,251,A potent offensive attack has the -J leading the -g championship race.
902,511,3,251,The -J sit atop the -g thanks in part to a solid defense.
903,511,3,251,The strong -J defense has led -b to the top of the -g.
904,511,4,251,Conference--leading -b credits the kicking game for its success.
905,511,4,251,Special teams is a big emphasis for the -g--leading -J.
906,511,6,251,The -g title is -f-" and -b-" to lose.
907,511,6,251,The -J lead the -g with -; -I conference record.
908,511,6,251,-P would be unsuccessful if the -J fail to capture the -g title.
909,511,6,251,-J solidify conference title hopes with a good win over -d.
910,511,6,251,-b-" chances of winning the -g title look more promising after win.
911,511,6,251,-b looks to capture -g title after defeating -d.
912,511,6,251,The -J have a firm hold of the top spot in the -g race following win.
913,511,6,251,-J improve to -I in -g play with a win over -d.
914,511,6,251,-b sit atop the -g following a win over -d.
915,511,6,251,-J are a shoo--in to take the -g title in -P.
916,511,6,252,-J get a W in non--conference action against -d.
917,511,6,252,-J win their non--conference game against -d.
918,511,6,252,-b gets an early win against a non--conference opponent.
919,511,6,252,-J earn an early--season victory over -d.
920,511,6,252,Early season non--conference match--up goes well for -b.
921,511,6,253,-b improves to -H following a win over -d.
922,511,6,253,-b defeats the -K of -d in non--conference action.
923,511,6,253,-J prove that they are just as tough outside of the conference.
924,511,6,253,-J look good in non--conference win.
925,511,6,253,The -J take care of business in non--conference clash.
926,511,6,254,-J step away from -g play to earn their -X victory.
927,511,6,254,-b improves to -H after a non--conference win over -d.
928,511,6,254,-J take a break from their -g schedule with a win over -d.
929,511,6,254,-J take care of non--conference opponent -d.
930,511,6,254,Late season non--conference clash goes to the -J.
931,511,4,255,The -J beat -$ -d behind the leg of -f.
932,511,5,255,The dangerous -f leads -b to a victory over -$ -d.
933,511,6,255,-J win -L---M against -d.
934,511,6,255,-K are no match for -# -b.
935,511,6,255,-b walks off with -; -L---M victory over -d.
936,511,6,255,-E is buzzing following -; -L---M win over -d.
937,511,6,255,-d is unhappy with their -L---M showing against -b.
938,511,6,255,-b takes care of -d -L---M.
939,511,6,256,-d downs previously--undefeated -b in OT.
940,511,6,256,Undefeated -b meets its match in -d and lose -M---L in OT.
941,511,6,256,-d needs overtime to knock off unbeaten -b.
942,511,6,257,-J are no longer undefeated after losing a tough one to -d.
943,511,6,257,-b loses for the first time following a lackluster offensive effort.
944,511,6,257,-d-" defense shuts down -b and gives the -J their first loss.
945,511,6,257,-b-" offense never gets on track as -d comes away with the W.
946,511,6,258,-J are no longer perfect after a defensive meltdown in -N.
947,511,6,258,-b couldn't overcome a lousy defensive effort and lose for the first time.
948,511,6,258,The -K outlast the previously--unbeaten -J.
949,511,6,258,-b drops from the ranks of the undefeated as the -K offense runs wild.
950,511,6,259,Undefeated -b had a disastrous -M---L loss to -d.
951,511,6,259,-K shut down previously--undefeated -b -M---L.
952,511,6,259,-d shuts out -b ending their a perfect -H start.
953,511,6,259,-b is undefeated no more as they get dealt with by -d -M---L.
954,511,6,262,Undefeated -J can't quite put away -d and lose -M---L.
955,511,6,262,-K give -b their first loss in -M---L cliff--hanger.
956,511,6,262,-b (-H) suffers their first blemish as -d edges them -M---L.
957,511,6,262,-b suffers their first defeat in -P as they come up short against -d.
958,511,6,263,-b suffers their first loss of the season following a flat effort.
959,511,6,263,-K knock off previously--unbeaten -b -M---L.
960,511,6,263,-d is looking quite impressive after -; -M---L victory over -H -b.
961,511,6,263,-b suffers tough first loss of the season to -d -M---L.
962,511,6,264,Nothing could prepare the undefeated -J for the -M---L disaster.
963,511,6,264,-K hand previously unbeaten -b -; -M---L drubbing.
964,511,6,264,-d hands -b their first loss of the season.
965,511,6,264,-d dominates from start to finish as previously unbeaten -b falls -M---L.
966,511,6,265,-J are no longer unbeaten after -; -M---L loss to -d.
967,511,6,265,-d puts an end to -b-" winning streak.
968,511,6,265,-J taste their first defeat of -P
969,511,6,265,-b-" undefeated season is over as they fall to the -K.
970,511,6,265,-d puts a halt to -b-" undefeated season by a score of -M---L.
971,511,6,297,-# -b leaves -N with a heartbreaking -M---L defeat.
972,511,6,297,-b-" road trip to -N ended in -; -M---L loss.
973,511,6,297,-J are humbled after -; -M---L loss in -N.
974,511,6,297,-b can't overcome the road crowd on the road.
975,511,6,297,-J return home after -; -M---L nightmare to -d.
976,511,6,297,-d sends the -J back to -E with a loss.
977,511,6,298,-b is still shaken following a home loss to -d.
978,511,6,298,-d invades -b-" turf and walks away with a victory.
979,511,6,298,-b fans are still feeling the pains of -; -M---L loss in -E.
980,511,6,298,-J lose a tough home game against -d.
981,511,6,298,-# -b fails to defend their home turf against -d.
982,511,6,298,-d downs -b on their own turf -M---L.
983,511,6,299,-J should rebound after an early conference loss to -d.
984,511,6,299,Losing early in the -g could be the best thing for the -J.
985,511,6,299,-b has plenty of -g games left to recover from the loss.
986,511,6,299,An early conference loss is hard to take for -b.
987,511,6,299,Do the -J have what it takes to bounce back from tough early -g loss?
988,511,6,300,Look for the -J to bounce back after a tough -g loss to -d.
989,511,6,300,-J are far from being out of the -g race after their loss to -d.
990,511,6,300,-J should rebound nicely following the loss to -g foe -d.
991,511,6,300,Don't count the -J out just yet after their -g loss to -d.
992,511,6,300,-b is still leading the -g after their loss to -d.
993,511,6,300,-J remain -g front--runner at -I despite loss to -d.
994,511,6,300,-b is still favored to take the -g title after -; -M---L loss to -d.
995,511,6,300,-b-" chances of taking home the -g title are still alive following loss.
996,511,6,301,Losing to -d hurts but doesn't hurt -b-" chance at the -g title.
997,511,6,301,-J look to take the -g title back to -E despite loss to -d.
998,511,6,301,-b is still leading the -g battle despite -; -M---L setback to -d.
999,511,6,301,-b drops to -I in -g play but still in position to take home the title.
1000,511,6,301,-b remains in strong contention for the -g title despite loss.
1001,511,6,301,-J still has a shot at the -g title even after losing to -d.
1002,511,6,301,Will -b be able to rebound from loss to -d?
1003,511,6,302,An early non--conference loss should not hurt -b too much.
1004,511,6,302,-b takes a tough loss in their non--conference schedule.
1005,511,6,302,-J are disappointed following their early--season defeat.
1006,511,6,302,-J lose an early non--conference game to -d.
1007,511,6,302,The -J believe that the loss to -d was only a minor setback.
1008,511,6,303,At least it was only` a non-conference loss for -b.
1009,511,6,303,-J lose a non -g game to -d -M---L.
1010,511,6,303,All is not well in -E as -J lose -M---L to -d.
1011,511,6,303,-J are disgusted following loss to -d.
1012,511,6,303,The -J suffer tough loss to -d -M---L.
1013,511,6,304,-b did not represent the -g well in their loss to -d.
1014,511,6,304,A late--season loss to -d does not help -b-" confidence.
1015,511,6,304,-J lose non--conference game against -d.
1016,511,6,304,-J fall to -H after losing -M---L to -d.
1017,511,6,304,The -J suffer late season set back losing to -d -M---L.
1018,511,6,305,-# -b falls -M---L to -d.
1019,511,6,305,-J hits speed bump against -d.
1020,511,6,305,-d downs -b in -; -M---L battle.
1021,511,6,305,-b suffers a setback against -d -M---L.
1022,511,6,305,-J are unsuccessful against -d
1023,511,6,305,-K outplay -# -b and win -M---L.
1024,511,6,306,-b takes the Top spot in the latest Playoff Rankings.
1025,511,6,306,-J move to number one in the just--released Playoff Rankings.
1026,511,6,306,-b is the new Top dog in the Playoff Rankings.
1027,511,6,306,There is a new king on top of the Playoff Rankings mountain.
1028,511,6,306,-J jump to No. 1 atop the latest Playoff Rankings.
1029,511,6,306,The Playoff Rankings have -b as the new number one.
1030,511,6,306,Latest Playoff Rankings name -J as the nation's best.
1031,511,6,306,-J ascend to the Top of the latest Playoff Rankings.
1032,511,6,307,-b leads a major shake--up in the latest Playoff Rankings.
1033,511,6,307,-J lead major changes in the latest Playoff Rankings.
1034,511,6,307,Weekend's surprising losses cause ripple effects in the Playoff Rankings.
1035,511,6,307,The new Playoff Rankings reflect the surprising upsets of the week.
1036,511,6,307,New #1 and #2 sit atop the latest Playoff Rankings.
1037,511,6,307,The Playoff Rankings outlook changes after a weekend of upsets.
1038,511,6,307,The latest Playoff Rankings show two new teams.
1039,511,6,308,The very first Playoff Rankings list is released.
1040,511,6,308,See where -b is ranked in the first Playoff Rankings of -P.
1041,511,6,308,Check out the season's inaugural Playoff Rankings.
1042,511,6,308,The first Playoff Rankings of -P are unveiled.
1043,511,6,308,Where are the -J in the very first Playoff Rankings?
1044,511,6,308,The season's first Playoff Rankings are announced.
1045,511,0,309,Star QB -f leads the -J to the -Q.
1046,511,3,309,-b and their strong defense head to the College Football Playoff.
1047,511,6,309,The final Rankings have the -J with a 1st Round Bye.
1048,511,6,309,-f and the -J are headed to -N.
1049,511,6,309,-b is heading to the -Q.
1050,511,6,309,-f has the -J -Q bound.
1051,511,6,309,The final Playoff Rankings have the -H -J in the -Q.
1052,511,6,309,-b is headed to the College Football Playoff!
1053,511,3,310,-a-" defense is out to prove they belong in the hunt for the National Championship.
1054,511,6,310,-b sneak into the College Football Playoff.
1055,511,6,310,The latest Playoff Rankings have fans in -E excited to get in!
1056,511,6,310,Don't blame -f for -a getting the "short end" in the latest Playoff Rankings.
1057,511,6,310,-f and -b fans are not happy with the latest Playoff Rankings.
1058,511,6,310,-J are excited to be in the Playoff hunt.
1059,511,6,310,Latest Playoff Rankings controversy has -J watching from the stands.
1060,511,6,310,-b wished they were a higher seed in the latest Playoff Rankings.
1061,511,6,310,-8 -b gets no love from the latest Playoff Rankings.
1062,511,6,310,-b fans are cheering as their -J are "in" in the latest rankings.
1063,511,6,310,The new Playoff Rankings are released!
1064,511,6,311,-J clinch a spot in the Playoffs
1065,511,6,311,-b has secured one of the spots in the Playoff.
1066,511,6,311,-J sew up a playoff spot to compete for the National Title.
1067,511,6,311,-b has pretty much assured themselves a slot in the Playoff.
1068,511,6,311,-b (-H) seals their fate in the College Football Playoff.
1069,511,6,311,-J are a lock to play in the Playoff to compete for the National Championship.
1070,511,2,312,-f and the -J catch a break in the latest Playoff Rankings.
1071,511,6,312,-J are looking to stir up some controversy in latest Playoff Rankings.
1072,511,6,312,-b is glad to have the Playoff Rankings in their corner.
1073,511,6,312,The computers give -b the thumbs up in latest Playoff Rankings.
1074,511,6,312,-J are content with their Playoff Ranking in latest poll.
1075,511,6,312,Nothing like a little controversy to mix things up in the Playoff Rankings.
1076,511,6,312,-b benefits from the latest controversy in the Playoff Rankings.
1077,511,6,313,-b-" loss to the -K knocks them out of the national title picture.
1078,511,6,313,-J fall out of Playoff picture after loss.
1079,511,6,313,Losing -M---L to the -K hurts -b-" shot at the College Football Playoff.
1080,511,6,313,-J no longer headed to the playoff following loss to -d.
1081,511,6,313,What a difference a week makes as -J fall to -d.
1082,511,6,313,The -J losing to -d opens up the Playoff Rankings race.
1083,511,6,314,Latest Playoff Rankings have -J playing for title.
1084,511,6,314,-b is excited about the possibility of playing in the Playoff.
1085,511,6,314,The -f--led -J are looking at a potential Playoff appearance.
1086,511,6,314,The latest Playoff Rankings have -b playing for the National Title.
1087,511,6,314,-J are slated to play in the championship game at season's end.
1088,511,6,314,-E is anxious to see where their -J rank in the latest rankings.
1089,511,6,315,-b may be #2 but the Playoff Rankings are far from final.
1090,511,6,315,-J are ahead of several teams vying for a coveted spot.
1091,511,6,315,The race for the spots in the Playoff Rankings is a tight one.
1092,511,6,315,-J lead a close race for a spot in the Playoff.
1093,511,6,315,-b is in a neck--and--neck race with several others for a Playoff seed.
1094,511,6,315,The competition for a spot in the Playoff is fierce.
1095,511,1,316,Can -b make a run for the National Title in -P?
1096,511,2,316,-f and -b catches the attention of the Playoff Rankings.
1097,511,5,316,The versatile -f has -b in the National Championship picture.
1098,511,6,316,Playoff Rankings acknowledge -J in latest poll.
1099,511,6,316,-f has the -J playing as well as any team in the nation right now.
1100,511,6,316,-b fans are hoping the -J bring a National Championship home to -E.
1101,511,6,316,Check out the latest movement in the Playoff Rankings.
1102,511,6,316,-b gets the nod in latest Playoff Rankings.
1103,511,6,317,-8 -b vs. -W -) tops the list of big games this weekend.
1104,511,6,317,-b takes on -) on "Put Up or Shut Up Weekend."
1105,511,6,317,-b -- -) is one of many great games on tap this Saturday.
1106,511,6,317,-8 -b matches up with -W -) on a busy weekend slate of Top 25 action.
1107,511,6,317,-J look to come out on top over -) on a big weekend for football.
1108,511,6,317,-b looks forward to facing -) on Showdown Saturday.
1109,511,6,318,-J look forward to facing Top competition in -g Championship.
1110,511,6,318,It's a battle of #1 vs. #2 in the -g Championship.
1111,511,6,318,The top two teams in the nation go at it for -g title.
1112,511,6,318,National Title implications as #1 faces #2 in the -g Championship.
1113,511,6,320,-b opens its season against the -W team in the nation.
1114,511,6,320,-J start off -P with a bang against -W -).
1115,511,6,320,-b kicks off the year in style with a match--up against -W -).
1116,511,6,320,All eyes will be on -b as they face -W -) in the season opener.
1117,511,6,324,-J are confident leading up to match--up with rival -).
1118,511,6,324,There's not a more anticipated game than the -b -- -) match--up.
1119,511,6,324,Rivals -b and -) go at it for nation's top spot.
1120,511,6,324,Bitter rivals -b and -) battle it out for the #1 ranking.
1121,511,6,326,-J open their -g schedule against -W -).
1122,511,6,326,-b opens -g play with a doozie against -W -).
1123,511,6,326,-b looks ahead to playing -W -) in conference opener.
1124,511,6,326,-b has their work cut out for them as they gear up to play -W -).
1125,511,6,327,-J look to remain unbeaten against a tough -| team.
1126,511,6,327,-b (-H) looks forward to playing the -W team in the nation.
1127,511,6,327,Can -8 -b stay undefeated after this week's contest with -W -)?
1128,511,6,327,Will the -J remain undefeated after they play -) this weekend?
1129,511,6,328,-J hope to continue their win streak against -W -).
1130,511,6,328,Can -8 -b continue their winning ways against the -W -|?
1131,511,6,328,-J look to extend their streak against the -W team in the land.
1132,511,6,328,-W -) hopes to end the -J -Y game win streak this coming weekend.
1133,511,6,329,-J set to rumble against -) in a battle of -g heavyweights.
1134,511,6,329,The -g is in the spotlight this week as #1 takes on #2.
1135,511,6,329,The nation looks forward to the -g showdown pitting #1 against #2.
1136,511,6,329,The -g takes center stage as #1 takes on #2.
1137,511,6,330,-8 -b travels to -: to take on the -W -|.
1138,511,6,330,-J are confident heading up to their match--up with -W -) in -:.
1139,511,6,330,-J hit the road to take on the -W ranked team in the land.
1140,511,6,330,-W -) look forward to playing host to -b this up--coming weekend.
1141,511,6,331,-8 -b looks to defend their home turf against a dangerous -| team.
1142,511,6,331,-J are glad to be hosting -W -) in a colossus battle of top teams.
1143,511,6,331,This week's premiere game is in -E between -J and -W -).
1144,511,6,331,-b gets to play host to -) to decide who is the best team in the nation.
1145,511,6,332,-8 -b is excited to play -W -) for the -g Championship.
1146,511,6,332,The -g Championship features -8 -b against -W -).
1147,511,6,332,The -g Championship game boasts a battle of Top 10 teams.
1148,511,6,332,-J are excited about the opportunity to take home the -P -g title.
1149,511,6,332,All eyes will be on the -g Title game as two Top 10 teams square off.
1150,511,6,333,-8 -b opens its season with a huge game against -W -).
1151,511,6,333,There are no cupcakes here as the -J open their season against -).
1152,511,6,333,Will -W -) be -b-" first victim in -P?
1153,511,6,333,-b knows the battle with -W -| isn't the usual early--season cakewalk.
1154,511,6,333,-b starts the new season against -) in a battle of Top 10 teams.
1155,511,0,335,- matches -b-" -f against a tough -| defense.
1156,511,1,335,-b looks to unleash -f against arch--rival -).
1157,511,5,335,-) may have trouble containing -b-" elusive -f in -.
1158,511,6,335,-  hosts -8 -b against -W -).
1159,511,6,335,-b-" -f prepares for -) in their annual -.
1160,511,6,335,-f-" confident with -b-" chances in annual - with -).
1161,511,6,336,-b-" upcoming conference opener with -) has fans scrambling for tickets.
1162,511,6,336,-J have a tough conference opener with -W -).
1163,511,6,336,-J look forward to opening -g play against -W -).
1164,511,6,336,-8 -b is highly focused on -g opener and -W -).
1165,511,6,336,-J is ready to their conference opener against -W -).
1166,511,6,337,-b looks to remain unbeaten against -W ranked -).
1167,511,6,337,-b (-H) may be overconfident heading into their game with -).
1168,511,6,337,Can -b stay undefeated after their game with -)?
1169,511,6,337,The undefeated -J may be overlooking -W -).
1170,511,6,337,-) look to derail -8 -b and knock them from the ranks of the unbeaten.
1171,511,6,338,There's not a more talked about game than the -b -- -) contest.
1172,511,6,338,The brash -J look to extend their win streak against -W -).
1173,511,6,338,Winning -Y straight has given -b confidence heading into the -) game.
1174,511,6,338,-J look ahead to playing -W -) and extending their win streak.
1175,511,6,338,-b looks to keep their -Y game winning streak alive as they play -W -).
1176,511,6,339,This week's big game matches top 10 -g powers -b and -).
1177,511,6,339,-f and the -8 -J are looking ahead to their -g match--up with -).
1178,511,6,339,-8 -b should handle -W -) in their -g match--up next week.
1179,511,6,339,The -g Game of the Week pits -8 -b against -W -).
1180,511,6,339,-b has their hands full this week in conference play as they play -W -).
1181,511,6,340,-8 -b travels to -: to face -W -).
1182,511,6,340,-J head to -: to do battle with the -W ranked -|.
1183,511,6,340,-J feel they have the advantage in upcoming visit to -:.
1184,511,6,340,Can -8 -b win a tough one in -:?
1185,511,6,340,The college world will be focused on -: as -8 -b gets set to play -W -).
1186,511,6,341,-b has the home--field edge against the -W ranked -|.
1187,511,6,341,There's no doubt -E will be rocking with -W -) in town this week.
1188,511,6,341,-J are looking to send -W -) home losers.
1189,511,6,341,Home--field is key to -8 -b-" chances this week against -W -).
1190,511,6,341,-: will be the place to be as -8 -b plays host to -W -) this weekend.
1191,511,6,342,-8 -b is excited to play -W -) for the -g Championship.
1192,511,6,342,The -g Championship features -8 -b against -W -).
1193,511,6,342,-J are excited about the opportunity to take home the -P -g title.
1194,511,6,342,Can the -J handle the pressure of playing for the -g Championship?
1195,511,6,342,-b and -) fight it out for -g supremacy.
1196,511,6,342,-b is anxious to get it on with -) in the -g Championship game.
1197,511,6,342,The -8 -J expect a hard--fought battle in upcoming -g Championship.
1198,511,6,342,-8 -b travels to -: to take on -) in the -g Championship.
1199,511,6,343,-8 -b opens its season with a huge game against -W -).
1200,511,6,343,There are no cupcakes here as the -J open their season against -).
1201,511,6,343,Will -W -) be -b-" first victim in -P?
1202,511,6,343,-b knows the battle with -W -| isn't the usual early--season cakewalk.
1203,511,6,343,-8 -b opens the -P season against -).
1204,511,6,343,The -J open their college football season with a game against -).
1205,511,6,343,-8 -b is ready to start the season off right against -).
1206,511,6,343,-J are looking forward to hitting somebody other than each other.
1207,511,6,345,-  hosts -8 -b against -W -).
1208,511,6,345,-b-" -f prepares for -) in their annual -.
1209,511,6,345,-f-" confident with -a-" chances in annual - with -).
1210,511,6,345,The Game of the Week features a battle of Top 25 rivals -b and -).
1211,511,6,345,The big ticket this week is the rivalry game between -b and -).
1212,511,6,345,-8 -b focuses on their next opponent and rival -).
1213,511,6,345,-b shifts attention to their next game and the hated -|.
1214,511,6,345,-b and -) look to mix it up in annual -.
1215,511,6,346,-b-" upcoming conference opener with -) has fans scrambling for tickets.
1216,511,6,346,-J have a tough conference opener with -W -).
1217,511,6,346,-J look forward to opening -g play against -W -).
1218,511,6,346,-8 -b is highly focused on -g opener and -W -).
1219,511,6,346,It doesn't get much bigger than -b-" conference opener against -).
1220,511,6,346,-8 -b looks forward to matching wits with the -| in conference opener.
1221,511,6,346,-J begin -g play with a highly anticipated battle with -).
1222,511,6,346,Conference play starts this weekend for the -8 -J.
1223,511,6,347,-b looks to remain unbeaten against -W ranked -).
1224,511,6,347,-b (-H) may be overconfident heading into their game with -).
1225,511,6,347,Can -b stay undefeated after their game with -)?
1226,511,6,347,The undefeated -J may be overlooking -W -).
1227,511,6,347,-b looks to remain unbeaten against a tough -| team.
1228,511,6,347,-f and the undefeated -J look ahead to their match--up with -).
1229,511,6,347,-J put their undefeated record on the line this week against -).
