HID0,TOID,CPST,HTXT
1298,511,188,Leaving with a Win
1299,511,189,Second Time is Sweet!
1300,511,189,Rematch in -N
1301,511,189,Home Cookin'
1302,511,189,-J Defend Turf
1303,511,190,Taking it to 'em!
1304,511,190,Still Standing...
1305,511,190,OT Squeaker
1306,511,190,Braggin' Rights
1307,511,190,Extra Time!
1308,511,191,Defense Stuns -K
1309,511,191,Defense Does Its Job
1310,511,191,Rivalry in the Trenches
1311,511,191,Stuffed!
1312,511,191,-J Defense Steps up
1313,511,192,-f Lights 'Em Up!
1314,511,192,Fireworks in -N
1315,511,192,Run 'n Gunning It
1316,511,192,Offensive Barrage
1317,511,192,Offensive Explosion
1318,52,193,Go Green!
1319,511,193,Blanked!
1320,511,193,-J Erase 'Em
1321,511,193,Torched!
1322,511,193,Whole Lot of Nothin'
1323,511,193,Goose Eggs!
1324,21,194,Death Rally
1325,45,194,Death Rally
1326,76,194,Happy Rally
1327,511,194,Bragging Rights!
1328,511,194,One to Rub In
1329,511,194,Unforgettable!
1330,511,194,What a Rivalry!
1331,511,195,-J Recover In Time
1332,511,195,A Tale of Two Halves
1333,511,195,Comeback in -N!
1334,511,195,All the Way Back!
1335,27,196,Gator Haters Defeated!
1336,511,196,-a Steals One In -N
1337,511,196,No Love Lost
1338,511,196,Classic Match--Up
1339,511,196,Important Step
1340,511,196,How Sweet it Is!
1341,511,196,No Room for Error!
1342,27,197,Gatorbait!
1343,28,197,Scalped 'Em!
1344,511,197,-J Easily Handle -K
1345,511,197,Lopsided Rivalry
1346,511,197,Total Team Victory
1347,511,197,Important Step
1348,511,197,Never Any Doubt
1349,511,197,Sweet Taste of Victory!
1350,511,197,Maybe Next Year!
1351,511,197,Take That -d!
1352,511,197,Braggin' Rights Baby!
1353,511,197,How Sweet It Is...
1354,511,197,Doesn't Get Much Better
1355,511,197,How About That!
1356,3,198,Rammer Jammer!
1357,49,198,It's a 'Cane Thang...
1358,58,198,Go Big Red!
1359,70,198,Go Bucks!
1360,511,198,What Hit 'Em?
1361,511,198,-J Stomp Rivals
1362,511,198,Ol' Fashioned Whipping
1363,511,198,-K stunned by -b
1364,511,198,Big--Time Win!
1365,511,198,A Huge Victory!
1366,511,199,Key Victory at a Price
1367,511,199,Yes!...And No!
1368,511,199,"-J Win
1369,511,199,Rivalry Win Comes at Cost
1370,511,200,-J Stun -N
1371,511,200,-b Victory!
1372,511,200,Winning Big
1373,511,200,Rivalry Revisited
1374,511,200,Winning on the Road!
1375,51,201,Big Day in Big House
1376,511,201,Home Cookin'
1377,511,201,-b Plays Poor Host
1378,511,201,Fans Fuel the -J
1379,511,201,Big Win at Home
1380,511,201,-K Limp Out of -b
1381,511,201,-J Refuse to Lose!
1382,4,202,Bear Down!
1383,6,202,Woooo Pig Sooie!
1384,27,202,Chomped!
1385,39,202,Rock Chalk Jayhawk!
1386,58,202,Go Big Red!
1387,84,202,Go Carolina!
1388,109,202,Go Deacs Go!
1389,511,202,Starting Strong
1390,511,202,Off on the Right Foot
1391,511,202,Building Momentum
1392,511,202,The Way to Play
1393,511,203,Invasion!
1394,511,203,Battle in -[!
1395,511,203,Trench Fight in -N
1396,511,203,-J d Shines Bright
1397,511,204,Shootout in -[
1398,511,204,Lightin' Up -[
1399,511,204,-J Invade -[
1400,511,204,Offense Rules the Day!
1401,511,205,-J Blank -K
1402,511,205,-b Shuts Out -d
1403,511,205,No Fear in -[
1404,511,205,Nothing Doing!
1405,511,206,Comeback in -[!
1406,511,206,-J Pull off a Miracle
1407,511,206,Triumph in -N!
1408,511,206,Exciting Finish!
1409,511,207,-N Revival
1410,511,207,-J Own 2nd Half
1411,511,207,-J Battle Back
1412,511,207,Unbelievable!
1413,511,208,Close One in -N
1414,511,208,Battle in -[!
1415,511,208,Road Warriors
1416,511,209,Beatdown in -[
1417,511,209,-[ Mystique Shattered!
1418,511,209,-J Romp Through -N
1419,511,210,What Advantage?
1420,511,210,Easy Time in -[
1421,511,210,No Joy in -N
1422,511,211,Tough Crowd. Big Win!
1423,511,211,-J Win on the Road
1424,511,211,Nice Visit
1425,511,212,Needing Every Minute
1426,511,212,Clutch Performance!
1427,511,212,Overtime Stunner!
1428,511,212,-J Get It Done
1429,511,212,One to Remember
1430,511,213,Struggle in the Trenches
1431,511,213,Defense Saves the Day
1432,511,213,Power Outage
1433,511,213,Short Circuited
1434,511,214,-N Shootout
1435,511,214,-J Rip 'Em
1436,511,214,-J Light 'Em Up
1437,511,214,-f Takes Charge
1438,511,214,Fireworks in -N
1439,511,214,High Stakes Shootout
1440,511,215,-J Blank -K
1441,511,215,-K Shoot Blanks
1442,511,215,Not a Sniff
1443,511,215,Blanked
1444,511,215,Stuffed!
1445,21,216,Death Rally
1446,45,216,Death Rally
1447,76,216,Happy Rally
1448,511,216,Avoiding Disaster
1449,511,216,Clutch!
1450,511,216,Saved Game
1451,511,217,-J Pull It Out
1452,511,217,Second Half Resurgence
1453,511,217,Comeback Kids
1454,9,218,War Eagles Triumph
1455,24,218,Blue and White!
1456,28,218,Nearly Scalped
1457,35,218,Oskee--Wow--Wow!
1458,36,218,Indiana Fight!
1459,62,218,Rah Rah Carolina!
1460,63,218,Go Pack!
1461,73,218,Hotty Totty!
1462,76,218,Go State Go!
1463,108,218,Tech Triumph!
1464,511,218,-J Find a Way
1465,511,218,Answering the Call
1466,511,218,Getting It Done
1467,511,218,Narrow Escape
1468,511,218,A Sigh of Relief
1469,511,218,Finding A Way
1470,511,218,-b Survives a Scare
1471,511,218,Near Disaster!
1472,36,219,Indiana Fight!
1473,511,219,How It's Done
1474,511,219,Pasted!
1475,511,219,Easy Does It
1476,511,219,Over by the Half
1477,511,219,Not Even Close
1478,31,220,Ramblin' Wreck!
1479,35,220,Oskee--Wow--Wow!
1480,37,220,Hawks Fly High!
1481,511,220,Laugher in -N
1482,511,220,Cruise Control
1483,511,220,Over Before it Started
1484,511,220,Shaken and Stirred
1485,511,221,Scary Win. Tough Loss
1486,511,221,Down?and Out?
1487,511,221,Good News/Bad News
1488,511,222,-J Set the Tone
1489,511,222,-K Can't Measure Up
1490,511,222,Business Trip
1491,511,222,Hostile Territory
1492,511,223,Home Cookin'!
1493,511,223,-J Improve to -H
1494,511,223,Celebration in -E
1495,511,223,The 12th Man
1496,511,224,Close Call
1497,511,224,-J Still on a Roll
1498,511,224,Win Streak Still Intact
1499,511,224,-J Continue to Soar
1500,511,225,The Streak Continues
1501,511,225,Setting the Pace
1502,511,225,Wins Add Up
1503,511,225,The Big Momentum
1504,38,226,Red and Gold!
1505,511,226,Refuse to Lose!
1506,511,226,Heart Stopper
1507,511,226,-J stay Undefeated
1508,511,226,-J Need OT
1509,511,227,Defense Saves the Day
1510,511,227,Defense Holds Tight
1511,511,227,Defense Gets it Done
1512,511,227,Perfect Season?
1513,511,228,Offense 101
1514,511,228,-f Leads the Way
1515,511,228,The Winning Feeling
1516,511,228,Power House
1517,511,228,Perfect Season?
1518,70,229,Killer Nuts!
1519,511,229,Shutout!
1520,511,229,-J stay Undefeated
1521,511,229,Defense Saves the Day
1522,511,229,Slammed Shut!
1523,511,229,Slamming the Door
1524,21,230,Death Rally
1525,45,230,Death Rally
1526,76,230,Happy Rally
1527,511,230,Saving Perfection
1528,511,230,They Found a Way
1529,511,230,Near Disaster!
1530,511,231,Second Half Save
1531,511,231,"-J Comeback
1532,511,231,The Pep Talk Worked
1533,511,232,-J Keep on rolling
1534,511,232,Close Call!
1535,511,232,Still Unscathed!
1536,511,232,Streak Still Alive
1537,511,232,Undefeated!
1538,511,233,The Victories Mount
1539,511,233,Perfect Season?
1540,511,233,Is This the Year?
1541,511,233,Strong Showing
1542,511,233,Road to Perfection?
1543,511,234,So Good!
1544,511,234,Total Domination!
1545,511,234,Spanking the Hapless
1546,511,234,-J Roast 'Em
1547,511,234,Feeding the Monster
1548,511,235,Price of Perfection
1549,511,235,Oh Yes! Oh No!
1550,511,235,"-J Rise
1551,511,236,Perfect on the Road
1552,511,236,Big Road Win
1553,511,236,Into Enemy Territory
1554,511,236,Taking It to the -K
1555,511,236,Unblemished
1556,511,236,Marching Along
1557,45,237,Perfect in Death Valley
1558,511,237,On A Roll
1559,511,237,Cooking at Home!
1560,511,237,Very Happy Valley
1561,511,237,The Winning Bus Rolls On
1562,511,237,Will They Ever Lose?
1563,511,237,Keeping the Streak Alive
1564,511,238,Nail--Biter!
1565,511,238,Sweating 'Till the End
1566,511,238,Every Second Needed
1567,511,238,Last Minute Thriller!
1568,511,239,Defense!
1569,511,239,Power Outage
1570,511,239,Scratching for Points
1571,511,239,Won in the Trenches
1572,511,239,-J Stuff the -K
1573,511,239,-J Handcuff -K
1574,45,240,Bayou Bengal Shutout
1575,68,240,Golden Domers Romp
1576,92,240,Hook 'Em Horns!
1577,107,240,Wahoos!
1578,111,240,All Hail!
1579,511,240,Shootout!
1580,511,240,Fireworks in -N
1581,511,240,Airing It Out
1582,511,240,High--Scoring Affair
1583,511,240,Old Fashioned Shootout
1584,511,240,The Defense Rests
1585,511,241,New Streak Record!
1586,511,241,One for the Books
1587,3,242,Roll Tide!
1588,4,242,Bear Down!
1767,511,263,Tough First Setback
1768,511,263,-J lose One
1769,511,264,Take That -b!
1770,511,264,Humbled!
1771,511,264,First Loss a Shocker
1772,511,264,-J Laid Low
1773,511,264,Welcome to Lossville
1774,511,264,A Thorough Beating
1775,511,265,Perfect No More
1776,511,265,Goodbye Perfect Season
1777,511,265,Painful First Loss
1778,511,265,Tough Defeat
1779,511,265,Undefeated No More
1780,511,266,Low--Scoring Affair
1781,511,266,Battle in -[!
1782,511,266,Trench Fight in -N
1783,511,267,-L not Enough?
1784,511,267,Shootout in -[
1785,511,267,Lightin' Up -[
1786,511,267,-J Come up Short
1787,511,268,-J Blanked in -[
1788,511,268,Humiliation in -N
1789,511,268,Bad Road Trip
1790,511,269,Complete Collapse
1791,511,269,One that Got Away
1792,511,269,Searching for Answers
1793,511,270,Dissapointment in -N
1794,511,270,Second Half Blues
1795,511,270,-J Can't Get It Done
1796,511,271,Close One in -N
1797,511,271,Battle in -[!
1798,511,271,Not Enough!
1799,511,272,Sacred Ground
1800,511,272,Beatdown in -[
1801,511,272,Embarassed!
1802,511,272,-J Crushed!
1803,511,273,-K Destroy -J
1804,511,273,Humiliation at -[
1805,511,273,Ouch!
1806,511,274,-b falls In -N
1807,511,274,Road Weary
1808,511,274,Tough Crowd
1809,511,275,Battle Fatigue
1810,511,275,Pushed Around
1811,511,275,No Offense
1812,511,276,-J Come up Short
1813,511,276,-E defeated
1814,511,276,Shootout in -[
1815,511,276,Lightin' Up -[
1816,511,276,-J Come up Short
1817,511,277,Humiliated at Home
1818,511,277,-J Blanked in -[
1819,511,277,Invaded!
1820,511,278,Complete Collapse
1821,511,278,One that Got Away
1822,511,278,Searching for Answers
1823,511,279,Dissapointment in -N
1824,511,279,Second Half Blues
1825,511,279,-J Can't Get It Done
1826,511,280,Close One in -N
1827,511,280,Battle in -[!
1828,511,280,Not Enough!
1829,511,281,Beatdown in -[
1830,511,281,Invaded!
1831,511,281,What Advantage?
1832,511,282,Stomped Silly
1833,511,282,Embarassed!
1834,511,282,Conquered!
1835,511,283,-J Drop One at Home
1836,511,283,Not So Sweet Home
1837,511,283,Broken Spell
1838,511,284,-t In Trouble?
1839,511,284,Time to Go?
1840,511,284,Not Meeting Expectations
1841,511,284,Troubled Times
1842,511,284,On the Hot Seat?
1843,511,285,Heartbreak in -N
1844,511,285,So Close...
1845,511,285,Not Enough Gas
1846,511,285,So Close...
1847,511,286,Running Into a Wall
1848,511,286,Defense Dictates
1849,511,286,Tough Loss to Great D
1850,511,286,Power Outage
1851,40,287,Wildcat Shootout
1852,511,287,Not Enough Bullets
1853,511,287,Fireworks in -N
1854,511,287,Flurry of Blows
1855,511,287,Lighting It Up
1856,511,288,Shooting Blanks?
1857,511,288,Punchless
1858,511,288,Toothless in -N
1859,511,288,Low on Juice
1860,511,289,-K Rally Past -J
1861,511,289,Complete Collapse!
1862,511,289,-J Fall Apart
1863,511,290,Second--Half Meltdown
1864,511,290,"-J Had It
1865,511,290,One That Got Away
1866,38,291,Bleeding Red and Gold
1867,511,291,Hopes Dampened
1868,511,291,Close Loss Hurts -J
1869,511,291,Tough Setback
1870,511,291,Painful Setback
1871,21,292,Tigers Left in Tatters
1872,51,292,Blue Pales
1873,511,292,Stuffed!
1874,511,292,Run Over!
1875,511,292,The Wrong Stuff
1876,511,292,Flattened
1877,55,293,Cowbells Clank!
1878,68,293,Lack of Fight in Irish
1879,511,293,Humbled!
1880,511,293,What Hit 'Em?
1881,511,293,Train Wreck in -N
1882,511,293,Thoroughly Thumped
1883,511,294,Costly Win
1884,511,294,Joy and Pain
1885,511,294,Good News/Bad News
1886,511,295,The Disappointed
1887,511,295,Painful Setback
1888,511,295,Gameplan Falls Apart
1889,511,295,Uninspired Effort
1890,511,296,-J lose Game and Star
1891,511,296,Painful Day in -E
1892,511,296,Can They Recover?
1893,511,296,Double Whammy!
1894,511,297,-b falls In -N
1895,511,297,Too Little Too Late
1896,511,297,Not Getting It Done
1897,511,297,Rough Road
1898,511,297,-J Struggle In -N
1899,511,298,-J Falter at Home
1900,511,298,No Place Like Home?
1901,511,298,House Broken
1902,511,298,Unfriendly Confines
1903,511,298,In Their Own Backyard
1904,511,299,Surviving the Setback
1905,511,299,On the Rebound
1906,511,299,Bouncing Back
1907,511,299,Still Plenty of Time
1908,511,300,Mid--Season Setback
1909,511,300,Can They Shrug It Off?
1910,511,300,Trying to Recover
1911,511,300,On the Ropes?
1912,511,301,Late Season Stumble
1913,511,301,Is It Too Late?
1914,511,301,Can They Recover?
1915,511,301,There's Still Hope
1916,511,302,Surviving the Setback
1917,511,302,On the Rebound
1918,511,302,Bouncing Back
1919,511,302,Still Plenty of Time
1920,511,302,Tough Early Loss
1921,511,303,Mid--Season Setback
1922,511,303,Can They Shrug It Off?
1923,511,303,Trying to Recover
1924,511,303,On the Ropes?
1925,511,304,Late Season Stumble
1926,511,304,Is It Too Late?
1927,511,304,Can They Recover?
1928,511,304,There's Still Hope
1929,3,305,Tided Over
1930,4,305,Bears Downed
1931,5,305,Sun Dried Devils
1932,6,305,Whew! Pig Sooie!
1933,9,305,War Eagles Triumph
1934,11,305,Sick Em Bears?
1935,13,305,Golden Eagles Soar
1936,21,305,The Mild Tigers
1937,22,305,Stampeded
1938,24,305,Black 'n Blue 'n White
1939,27,305,Gatorbit!
1940,30,305,In the Dawg House
1589,11,242,Sic 'Em Bears!
1590,22,242,Glory!
1591,28,242,On the Warpath!
1592,40,242,Wildcat Victory!
1593,63,242,Go Pack!
1594,84,242,Go Carolina!
1595,92,242,Blank 'Em Horns!
1596,99,242,Mighty Bruins!
1597,108,242,Tech Triumph!
1598,511,242,Shutout!
1599,511,242,Not Even a Sniff
1600,511,242,-J Blank the -K
1601,511,242,Pulling the Plug
1602,511,242,-K Don't Even Threaten
1603,21,243,Death Rally
1604,45,243,Death Rally
1605,76,243,Happy Rally
1606,511,243,From the Jaws of Defeat
1607,511,243,Stolen Victory
1608,511,243,Never Say Die!
1609,511,244,Never Give Up!
1610,511,244,Comeback!
1611,511,244,-J Rebound For Win
1612,511,244,Second Half Resurgence
1613,511,245,Squeaker
1614,511,245,Nail--Biter in -N!
1615,511,245,By A Razor's Edge
1616,511,245,Narrow Escape
1617,511,245,A Thin Win
1618,13,246,Golden Eagles Soar
1619,71,246,Boomer Sooner!
1620,87,246,Cardinals Cruise
1621,91,246,Sic 'Em Smokey!
1622,110,246,Who's House? Dawg's House!
1623,511,246,Impressive
1624,511,246,A Complete Victory
1625,511,246,-J Cruise
1626,511,246,Convincing Win
1627,511,246,Overpowering!
1628,28,247,Seminole Uprising!
1629,47,247,Fear the Turtle!
1630,74,247,Mighty Oregon!
1631,109,247,Demonized!
1632,114,247,U--Rah--Rah!
1633,511,247,-L---M!
1634,511,247,Slapped Around
1635,511,247,Lowering the Boom
1636,511,247,Humiliation!
1637,511,247,Not Even a Contest
1638,511,248,Big Win. But Big Loss
1639,511,248,Bittersweet
1640,511,248,Good News & Bad News
1641,511,248,A Win and a Loss
1642,511,249,A Good Beginning
1643,511,249,Putting It Together
1644,511,249,A Solid Foundation
1645,511,249,Something to Build On
1646,511,250,Cruise Control
1647,511,250,Is This the Year?
1648,511,250,Mid--Season Form
1649,511,250,The Machine Rolls On
1650,511,251,Within Reach
1651,511,251,Poised for Victory
1652,511,251,On the Brink
1653,511,251,Reaching for the Ring
1654,511,252,Every Win is Important
1655,511,252,They All Add Up
1656,511,252,-J Seize the Momentum
1657,511,252,Off on the Right Foot
1658,511,253,In Mid--Season Form
1659,511,253,Got What It Takes?
1660,511,253,Are They For Real?
1661,511,253,Getting Their Game On
1662,511,254,Now's The Time
1663,511,254,Make the Move
1664,511,254,Sitting Pretty
1665,511,254,Is -b Title Town?
1666,3,255,Tide Keeps Rollin'!
1667,4,255,Bear Down!
1668,5,255,Maroon and Gold!
1669,6,255,Woooo Pig Sooie!
1670,9,255,War Eagles Triumph
1671,11,255,Sic' Em Bears!
1672,13,255,Golden Eagles Soar
1673,21,255,Tigers Roar!
1674,22,255,Stampede!
1675,24,255,Blue and White!
1676,27,255,Chomped!
1677,30,255,Sic 'Em
1678,31,255,Sting 'Em
1679,35,255,Oskee--Wow--Wow!
1680,36,255,Indiana Fight!
1681,37,255,Hawks Fly High!
1682,38,255,Red and Gold!
1683,39,255,Rock Chalk Jayhawk!
1684,40,255,Wildcat Victory!
1685,42,255,On On UK!
1686,45,255,Geaux Bayou Bengals!
1687,49,255,It's a 'Cane Thing!
1688,51,255,Go Blue!
1689,52,255,Go Green!
1690,55,255,Cowbells Clang!
1691,56,255,Fight Tigers!
1692,58,255,Go Big Red!
1693,62,255,Rah Rah Carolina!
1694,63,255,Go Pack!
1695,67,255,Go Cats!
1696,68,255,Victory March!
1697,70,255,Go Bucks!
1698,71,255,Boomer Sooner!
1699,72,255,Go Pokes!
1700,73,255,Hotty Totty!
1701,74,255,Quack Attack!
1702,76,255,Go State Go!
1703,77,255,Hail to Pitt!
1704,78,255,Boil 'Er Up!
1705,84,255,Go Carolina!
1706,88,255,Orange Crush!
1707,91,255,Go Big Orange!
1708,92,255,Hook 'Em Horns!
1709,93,255,Gig 'Em Aggies!
1710,94,255,Raiders Romp!
1711,99,255,Mighty Bruins!
1712,102,255,Fight On!
1713,107,255,Wahoo--wah!
1714,108,255,Tech Triumph!
1715,109,255,Go Deacs Go!
1716,110,255,Bow Down!
1717,111,255,All Hail!
1718,112,255,Hail West Virginia!
1719,114,255,On Wisconsin!
1720,511,255,-J Win
1721,511,255,A Big Win
1722,511,255,A Much--Needed Win
1723,511,255,-J Improve to -H
1724,511,255,Solid Win for -T
1725,511,255,-J Earn Another
1726,511,256,-K Win!
1727,511,256,Heart Break in -N
1728,511,256,Painful Loss in OT
1729,511,256,-J Suffer OT Loss
1730,511,256,Undefeated No More
1731,511,256,First Painful Loss
1732,511,256,Streak Stops in OT
1733,511,257,Defense!
1734,511,257,Hitting the Wall
1735,511,257,Painful First Loss
1736,511,257,Smash Mouthed!
1737,511,257,Gut Shot
1738,511,258,-d!
1739,511,258,Win Streak Shot Down
1740,511,258,First Setback
1741,511,258,-J Taste 1st Defeat
1742,511,258,First Bitter Defeat
1743,511,258,Not Enough Gas
1744,511,259,Bye--Bye Win Streak
1745,511,259,Win Streak Hits a Wall
1746,511,259,Grounded!
1747,511,259,-J lose Power
1748,511,259,Hand--Cuffed!
1749,511,260,What Happened?
1750,511,260,Like a House of Cards
1751,511,260,Collapse!
1752,511,260,Monumental Meltdown
1753,511,260,Choke?
1754,511,261,2nd--Half Shocker
1755,511,261,Had It. Then Lost It
1756,511,261,Gutwrench!
1757,511,261,-J Let It Slip Away
1758,511,261,Ouch!
1759,511,262,So Close!
1760,511,262,Tough First Setback
1761,511,262,No More Perfect Season
1762,511,262,Painful Loss
1763,511,262,-J are Stunned!
1764,511,263,Watch Out!
1765,511,263,First Loss a Big One
1766,511,263,Smash Mouthed!
1941,31,305,Stung!
1942,35,305,Oskee--Ow--Ow!
1943,36,305,Hoosier Loosiers
1944,37,305,Grouned Hawks
1945,38,305,Cyclones Recycled
1946,39,305,Jayhawks Caged
1947,40,305,The Mildcats
1948,42,305,Kentucky Cryin'
1949,45,305,Bayou Bungled
1950,49,305,Caned!
1951,51,305,Singing the Blues
1952,52,305,Spartans Speared
1953,55,305,Silent Cowbells
1954,56,305,Mild Tigers
1955,58,305,Big Red Alert
1956,62,305,Carolina Cryin'
1957,63,305,Pack--ing It In
1958,67,305,Cats Caged
1959,68,305,Tarneshed Domers
1960,70,305,Black Eyed Buckeyes
1961,71,305,Busted Sooners
1962,72,305,Slow Pokes!
1963,73,305,Not--So--Hotty Totty
1964,74,305,All Quaked Up
1965,76,305,Lions Caged
1966,77,305,Caged Panthers
1967,78,305,Boiled Up
1968,84,305,Carolina Cryin'
1969,88,305,Orange Crushed!
1970,91,305,Smokey Smoked
1971,92,305,Hooked Horns
1972,93,305,Aggie Agony
1973,94,305,Raiders Ripped
1974,99,305,Not--So--Mighty Bruins!
1975,102,305,Trojans Trounced
1976,107,305,Caves Creamed
1977,108,305,Tech Bubble Bursts
1978,109,305,Deacons Dunked
1979,110,305,Knocked Down!
1980,111,305,All Hail!
1981,112,305,Flail West Virginia!
1982,114,305,Ouch Wisconsin!
1983,511,305,Bump on the Road
1984,511,305,Looking to Regroup
1985,511,305,-J Fall to -H
1986,511,305,-J not up to the Task
1987,511,305,Looking for Answers
1988,511,306,-J Take Top Spot
1989,511,306,Look Who's #1!
1990,511,306,New #1!
1991,511,306,-b Leaps to #1
1992,511,306,Nation's Best!
1993,511,307,Riot in the Rankings
1994,511,307,Topsy--Turvy
1995,511,307,Rankings Shuffle
1996,511,307,Rankings Remix
1997,511,307,All Shook Up
1998,511,308,Fresh Off the Press!
1999,511,308,Hot 'n Fresh Rankings!
2000,511,308,New Batch of Rankings
2001,511,308,Where Do They Stand?
2002,511,309,-Q Bound
2003,511,309,Heading to -:
2004,511,309,Who's Going Where?
2005,511,309,-J are Bowl Bound
2006,511,309,Next Stop: -:
2007,511,310,Rankings!
2008,511,310,Playoffs?!
2009,511,310,Squeaked In!
2010,511,310,Lets Go!
2011,511,310,Who Made It In?
2012,511,311,Job Almost Done
2013,511,311,Heading for the Title
2014,511,311,-J Heading For -N
2015,511,311,Clinched It!
2016,511,311,Sewn Up
2017,68,312,Luck of the Irish!
2018,511,312,Better Lucky Than Good?
2019,511,312,Blessed by the System
2020,511,312,A Charmed Season?
2021,511,312,Movin' On Up!
2022,511,312,Surprise!
2023,511,312,Believe It!
2024,511,312,They'll Gladly Accept
2025,511,312,Luck on Their Side
2026,511,312,-J Get a Break!
2027,511,312,The Fortunate One
2028,511,313,Dashed Dreams
2029,511,313,Out of the Picture
2030,511,313,Knocked From the Throne
2031,511,313,There Goes the Crown
2032,3,314,Roll Tide!
2033,5,314,Dancin' in the Desert!
2034,6,314,Wooooo Pig Sooie!
2035,9,314,War Eagle!
2036,21,314,Tigers Roar!
2037,22,314,Glory!
2038,27,314,Orange and Blue!
2039,28,314,On the Warpath!
2040,30,314,Hunker Down!
2041,35,314,Oskee--Wow--Wow!
2042,37,314,Hawks Fly High!
2043,38,314,Red and Gold!
2044,39,314,Rock Chalk Jayhawk
2045,42,314,On On UK!
2046,45,314,Geaux Tigers!
2047,47,314,Fear the Turtle!
2048,49,314,C--A--N--E--S...Canes!
2049,51,314,Maize and Blue!
2050,52,314,Go Green!
2051,54,314,Rah...Rah...Rah!
2052,55,314,Bring Out the Cowbells!
2053,56,314,Mizzou...Rah!
2054,58,314,Husker Power!
2055,62,314,Rah Rah Carolina!
2056,67,314,Go Cats!
2057,68,314,Golden Domers!
2058,70,314,Killer Nuts!
2059,71,314,Boomer Sooner!
2060,72,314,Ride 'Em Cowboys!
2061,73,314,Forward Rebels!
2062,74,314,Mighty Oregon!
2063,76,314,Go State Go!
2064,77,314,Let's Go Pitt!
2065,78,314,Boil 'Er Up!
2066,84,314,Go Carolina!
2067,88,314,Orange Crush!
2068,91,314,Rocky Top Rockin'
2069,92,314,Hook 'Em Horns!
2070,93,314,Gig 'Em Aggies!
2071,94,314,Fight Raiders Fight!
2072,99,314,Mighty Bruins!
2073,102,314,Fight On!
2074,107,314,Wahoo--wah!
2075,108,314,Hokie Hokie High
2076,109,314,Go Deacs Go!
2077,110,314,Bow Down!
2078,111,314,All Hail!
2079,112,314,Hail West Virginia!
2080,114,314,U--Rah--Rah!
2081,511,314,The Bigger Picture
2082,511,314,Alive and Well
2083,511,314,In the Hunt...
2084,511,314,Title Bound?
2085,511,314,Shoo--In?
2086,511,314,Will They Be There?
2087,511,314,Can They Do It?
2088,511,314,Latest Rankings
2089,511,314,In the Driver's Seat
2090,511,314,The Late Push
2091,511,314,Championship Run
2092,511,314,-b Marches on
2093,511,314,Go -J!
2094,511,314,The Mad Dash!
2095,511,314,The Race is On!
2096,511,315,The Fight for Second
2097,511,315,Fighting for First
2098,511,315,Hot at the Top
2099,511,315,Ragin' Rankings
2100,511,316,The Poll Picture
2101,511,316,In the Hunt
2102,511,316,Where Do They Rank?
2103,511,316,-J on the List?
2104,511,317,Showdown Saturday
2105,511,317,Big Game Time
2106,511,317,-J Brace For Weekend
2107,511,317,Make Or Break Weekend
2108,511,317,-t Prepping his -J
2109,511,318,Bragging Rights
2110,511,318,Put Up or Shut Up
2111,511,318,The Debate Ends
2112,511,318,Let's Do This!
2113,511,318,Game of the Year
2114,511,319,Big Buzz in -N
2115,511,319,Know Thy Enemy
2116,511,319,The Chips are Down
2117,511,319,Deja Vu
2118,511,320,Tough Test Early
2119,511,320,Eye Opener
2120,511,320,Season Starts with -W
2121,511,320,-J Tangle With -W
2122,511,321,Rematch!
2123,511,321,Settling the Score
2124,511,321,Upping the Stakes
2125,511,321,Grudge Match
2126,511,321,Here We Go Again
2127,511,322,Grudge Match
2128,511,322,Who's Taking This One?
2129,511,322,Deja Vu
2130,511,322,They Meet Again
2131,511,323,A Point to Prove?
2132,511,323,Big Day for -T
2133,511,323,In the Spotlight
2134,511,323,Center of Attention
2135,511,324,-J Battle -W
2136,511,324,Rivals Clash
2137,511,324,#1 vs. #2
2138,511,324,Top 2 Square Off
2139,511,324,Rivals Meet for #1
2140,511,324,Top Rivals
2141,511,325,The Wait is Over
2142,511,325,Mixed Emotions
2143,511,325,The Time has Come
2144,511,325,-t to Face Old Team
2145,511,326,What a Start
2146,511,326,High Stakes Dogfight
2147,511,326,Top 2 Square Off
2148,511,326,Starting In Style
2149,511,327,Heavyweight Fight
2150,511,327,All On the Line
2151,511,327,-J Risk It All
2152,511,327,Toughest Test Yet
2153,511,328,Tough Test for Streak
2154,511,328,Win Streak on the Line
2155,511,328,-J Take on -K
2156,511,328,Streak in Jeopardy?
2157,511,329,Conference Collision
2158,511,329,Top Teams Tangle
2159,511,329,Top Dogs Tangle
2160,511,329,The Big Ticket
2161,68,330,Victory Road March?
2162,511,330,On the Road
2163,511,330,Top 2 Battle It Out
2164,511,330,Nation's Best Collide
2165,511,330,Tangle at the Top
2166,511,331,-J Host Big Game
2167,511,331,-b Hosts Top 2
2168,511,331,All Eyes on -b
2169,511,331,Fans Ready to Rumble
2170,511,331,Big Weekend in -b
2171,511,332,Title Fight in -:
2172,511,332,-J Want Title
2173,511,332,Title On the Line
2174,511,332,All or Nothing
2175,511,332,Lets Settle This
2176,511,332,Do or Die Time
2177,511,332,Stakes are High
2178,511,332,Lookin' for a Fight
2179,511,333,Starting With a Bang
2180,511,333,Early Test
2181,511,333,Nothing's Easy
2182,511,333,First Test 
2183,511,333,School's Open!
2184,511,334,Rematch!
2185,511,334,Second Chance
2186,511,334,Deja Vu
