Team Name,UFID,TOID,TUCO
Boise State,1553,12,13
Boise State,1554,12,14
Boise State,1555,12,15
Boise State,1556,12,16
Boise State,1557,12,17
Boise State,1558,12,18
Boise State,1559,12,19
Boston College,1560,13,0
Boston College,1561,13,1
Boston College,1562,13,2
Boston College,1563,13,3
Boston College,1564,13,4
Boston College,1565,13,5
Boston College,1566,13,6
Boston College,1567,13,7
Boston College,1568,13,8
Boston College,1569,13,9
Boston College,1570,13,10
Boston College,1571,13,11
Boston College,1572,13,12
Boston College,1573,13,13
Boston College,1574,13,14
Boston College,1575,13,15
Boston College,1576,13,16
Boston College,1577,13,17
Boston College,1578,13,18
Boston College,1579,13,19
Bowling Green,1580,14,0
Bowling Green,1581,14,1
Bowling Green,1582,14,2
Bowling Green,1583,14,3
Bowling Green,1584,14,4
Bowling Green,1585,14,5
Bowling Green,1586,14,6
Bowling Green,1587,14,7
Bowling Green,1588,14,8
Bowling Green,1589,14,9
Bowling Green,1590,14,10
Bowling Green,1591,14,11
Bowling Green,1592,14,12
Bowling Green,1593,14,13
Bowling Green,1594,14,14
Bowling Green,1595,14,15
Bowling Green,1596,14,16
Bowling Green,1597,14,17
Bowling Green,1598,14,18
Bowling Green,1599,14,19
Brown,1600,121,0
Brown,1601,121,1
Brown,1602,121,2
Brown,1603,121,3
Brown,1604,121,4
Brown,1605,121,5
Brown,1606,121,6
Brown,1607,121,7
Brown,1608,121,8
Brown,1609,121,9
Brown,1610,121,10
Brown,1611,121,11
Brown,1612,121,12
Brown,1613,121,13
Brown,1614,121,14
Brown,1615,121,15
Brown,1616,121,16
Brown,1617,121,17
Brown,1618,121,18
Brown,1619,121,19
Buffalo,1620,15,0
Buffalo,1621,15,1
Buffalo,1622,15,2
Buffalo,1623,15,3
Buffalo,1624,15,4
Buffalo,1625,15,5
Buffalo,1626,15,6
Buffalo,1627,15,7
Buffalo,1628,15,8
Buffalo,1629,15,9
Buffalo,1630,15,10
Buffalo,1631,15,11
Buffalo,1632,15,12
Buffalo,1633,15,13
Buffalo,1634,15,14
Buffalo,1635,15,15
Buffalo,1636,15,16
Buffalo,1637,15,17
Buffalo,1638,15,18
Buffalo,1639,15,19
BYU,1640,16,0
BYU,1641,16,1
BYU,1642,16,2
BYU,1643,16,3
BYU,1644,16,4
BYU,1645,16,5
BYU,1646,16,6
BYU,1647,16,7
BYU,1648,16,8
BYU,1649,16,9
BYU,1650,16,10
BYU,1651,16,11
BYU,1652,16,12
BYU,1653,16,13
BYU,1654,16,14
BYU,1655,16,15
BYU,1656,16,16
BYU,1657,16,17
BYU,1658,16,18
BYU,1659,16,19
Cal,1660,17,0
Cal,1661,17,1
Cal,1662,17,2
Cal,1663,17,3
Cal,1664,17,4
Cal,1665,17,5
Cal,1666,17,6
Cal,1667,17,7
Cal,1668,17,8
Cal,1669,17,9
Cal,1670,17,10
Cal,1671,17,11
Cal,1672,17,12
Cal,1673,17,13
Cal,1674,17,14
Cal,1675,17,15
Cal,1676,17,16
Cal,1677,17,17
Cal,1678,17,18
Cal,1679,17,19
Central Michigan,1680,19,0
Central Michigan,1681,19,1
Central Michigan,1682,19,2
Central Michigan,1683,19,3
Central Michigan,1684,19,4
Central Michigan,1685,19,5
Central Michigan,1686,19,6
Central Michigan,1687,19,7
Central Michigan,1688,19,8
Central Michigan,1689,19,9
Central Michigan,1690,19,10
Central Michigan,1691,19,11
Central Michigan,1692,19,12
Central Michigan,1693,19,13
Central Michigan,1694,19,14
Central Michigan,1695,19,15
Central Michigan,1696,19,16
Central Michigan,1697,19,17
Central Michigan,1698,19,18
Central Michigan,1699,19,19
Charlotte,1700,160,0
Charlotte,1701,160,1
Charlotte,1702,160,2
Charlotte,1703,160,3
Charlotte,1704,160,4
Charlotte,1705,160,5
Charlotte,1706,160,6
Charlotte,1707,160,7
Charlotte,1708,160,8
Charlotte,1709,160,9
Charlotte,1710,160,10
Charlotte,1711,160,11
Charlotte,1712,160,12
Charlotte,1713,160,13
Charlotte,1714,160,14
Charlotte,1715,160,15
Charlotte,1716,160,16
Charlotte,1717,160,17
Charlotte,1718,160,18
Charlotte,1719,160,19
Chattanooga,1720,194,0
Chattanooga,1721,194,1
Chattanooga,1722,194,2
Chattanooga,1723,194,3
Chattanooga,1724,194,4
Chattanooga,1725,194,5
Chattanooga,1726,194,6
Chattanooga,1727,194,7
Chattanooga,1728,194,8
Chattanooga,1729,194,9
Chattanooga,1730,194,10
Chattanooga,1731,194,11
Chattanooga,1732,194,12
Chattanooga,1733,194,13
Chattanooga,1734,194,14
Chattanooga,1735,194,15
Chattanooga,1736,194,16
Chattanooga,1737,194,17
Chattanooga,1738,194,18
Chattanooga,1739,194,19
Cincinnati,1740,20,0
Cincinnati,1741,20,1
Cincinnati,1742,20,2
Cincinnati,1743,20,3
Cincinnati,1744,20,4
Cincinnati,1745,20,5
Cincinnati,1746,20,6
Cincinnati,1747,20,7
Cincinnati,1748,20,8
Cincinnati,1749,20,9
Cincinnati,1750,20,10
Cincinnati,1751,20,11
Cincinnati,1752,20,12
Cincinnati,1753,20,13
Cincinnati,1754,20,14
Cincinnati,1755,20,15
Cincinnati,1756,20,16
Cincinnati,1757,20,17
Cincinnati,1758,20,18
Cincinnati,1759,20,19
Clemson,1760,21,0
Clemson,1761,21,1
Clemson,1762,21,2
Clemson,1763,21,3
Clemson,1764,21,4
Clemson,1765,21,5
Clemson,1766,21,6
Clemson,1767,21,7
Clemson,1768,21,8
Clemson,1769,21,9
Clemson,1770,21,10
Clemson,1771,21,11
Clemson,1772,21,12
Clemson,1773,21,13
Clemson,1774,21,14
Clemson,1775,21,15
Clemson,1776,21,16
Clemson,1777,21,17
Clemson,1778,21,18
Clemson,1779,21,19
Coastal Carolina,1780,178,0
Coastal Carolina,1781,178,1
Coastal Carolina,1782,178,2
Coastal Carolina,1783,178,3
Coastal Carolina,1784,178,4
Coastal Carolina,1785,178,5
Coastal Carolina,1786,178,6
Coastal Carolina,1787,178,7
Coastal Carolina,1788,178,8
Coastal Carolina,1789,178,9
Coastal Carolina,1790,178,10
Coastal Carolina,1791,178,11
Coastal Carolina,1792,178,12
Coastal Carolina,1793,178,13
Coastal Carolina,1794,178,14
Coastal Carolina,1795,178,15
Coastal Carolina,1796,178,16
Coastal Carolina,1797,178,17
Coastal Carolina,1798,178,18
Coastal Carolina,1799,178,19
Colorado,1800,22,0
Colorado,1801,22,1
Colorado,1802,22,2
Colorado,1803,22,3
Colorado,1804,22,4
Colorado,1805,22,5
Colorado,1806,22,6
Colorado,1807,22,7
Colorado,1808,22,8
Colorado,1809,22,9
Colorado,1810,22,10
Colorado,1811,22,11
Colorado,1812,22,12
Colorado,1813,22,13
Colorado,1814,22,14
Colorado,1815,22,15
Colorado,1816,22,16
Colorado,1817,22,17
Colorado,1818,22,18
Colorado,1819,22,19
Colorado State,1820,23,0
Colorado State,1821,23,1
Colorado State,1822,23,2
Colorado State,1823,23,3
Colorado State,1824,23,4
Colorado State,1825,23,5
Colorado State,1826,23,6
Colorado State,1827,23,7
Colorado State,1828,23,8
Colorado State,1829,23,9
Colorado State,1830,23,10
Colorado State,1831,23,11
Colorado State,1832,23,12
Colorado State,1833,23,13
Colorado State,1834,23,14
Colorado State,1835,23,15
Colorado State,1836,23,16
Colorado State,1837,23,17
Colorado State,1838,23,18
Colorado State,1839,23,19
Columbia,1840,122,0
Columbia,1841,122,1
Columbia,1842,122,2
Columbia,1843,122,3
Columbia,1844,122,4
Columbia,1845,122,5
Columbia,1846,122,6
Columbia,1847,122,7
Columbia,1848,122,8
Columbia,1849,122,9
Columbia,1850,122,10
Columbia,1851,122,11
Columbia,1852,122,12
Columbia,1853,122,13
Columbia,1854,122,14
Columbia,1855,122,15
Columbia,1856,122,16
Columbia,1857,122,17
Columbia,1858,122,18
Columbia,1859,122,19
Connecticut,1860,100,0
Connecticut,1861,100,1
Connecticut,1862,100,2
Connecticut,1863,100,3
Connecticut,1864,100,4
Connecticut,1865,100,5
Connecticut,1866,100,6
Connecticut,1867,100,7
Connecticut,1868,100,8
Connecticut,1869,100,9
Connecticut,1870,100,10
Connecticut,1871,100,11
Connecticut,1872,100,12
Connecticut,1873,100,13
Connecticut,1874,100,14
Connecticut,1875,100,15
Connecticut,1876,100,16
Connecticut,1877,100,17
Connecticut,1878,100,18
Connecticut,1879,100,19
Cornell,1880,123,0
Cornell,1881,123,1
Cornell,1882,123,2
Cornell,1883,123,3
Cornell,1884,123,4
Cornell,1885,123,5
Cornell,1886,123,6
Cornell,1887,123,7
Cornell,1888,123,8
Cornell,1889,123,9
Cornell,1890,123,10
Cornell,1891,123,11
Cornell,1892,123,12
Cornell,1893,123,13
Cornell,1894,123,14
Cornell,1895,123,15
Cornell,1896,123,16
Cornell,1897,123,17
Cornell,1898,123,18
Cornell,1899,123,19
Dartmouth,1900,124,0
Dartmouth,1901,124,1
Dartmouth,1902,124,2
Dartmouth,1903,124,3
Dartmouth,1904,124,4
Dartmouth,1905,124,5
Dartmouth,1906,124,6
Dartmouth,1907,124,7
Dartmouth,1908,124,8
Dartmouth,1909,124,9
Dartmouth,1910,124,10
Dartmouth,1911,124,11
Dartmouth,1912,124,12
Dartmouth,1913,124,13
Dartmouth,1914,124,14
Dartmouth,1915,124,15
Dartmouth,1916,124,16
Dartmouth,1917,124,17
Dartmouth,1918,124,18
Dartmouth,1919,124,19
Delaware,1920,177,0
Delaware,1921,177,1
Delaware,1922,177,2
Delaware,1923,177,3
Delaware,1924,177,4
Delaware,1925,177,5
Delaware,1926,177,6
Delaware,1927,177,7
Delaware,1928,177,8
Delaware,1929,177,9
Delaware,1930,177,10
Delaware,1931,177,11
Delaware,1932,177,12
Delaware,1933,177,13
Delaware,1934,177,14
Delaware,1935,177,15
Delaware,1936,177,16
Delaware,1937,177,17
Delaware,1938,177,18
Delaware,1939,177,19
Delaware State,1940,125,0
Delaware State,1941,125,1
Delaware State,1942,125,2
Delaware State,1943,125,3
Delaware State,1944,125,4
Delaware State,1945,125,5
Delaware State,1946,125,6
Delaware State,1947,125,7
Delaware State,1948,125,8
Delaware State,1949,125,9
Delaware State,1950,125,10
Delaware State,1951,125,11
Delaware State,1952,125,12
Delaware State,1953,125,13
Delaware State,1954,125,14
Delaware State,1955,125,15
Delaware State,1956,125,16
Delaware State,1957,125,17
Delaware State,1958,125,18
Delaware State,1959,125,19
Duke,1960,24,0
Duke,1961,24,1
Duke,1962,24,2
Duke,1963,24,3
Duke,1964,24,4
Duke,1965,24,5
Duke,1966,24,6
Duke,1967,24,7
Duke,1968,24,8
Duke,1969,24,9
Duke,1970,24,10
Duke,1971,24,11
Duke,1972,24,12
Duke,1973,24,13
Duke,1974,24,14
Duke,1975,24,15
Duke,1976,24,16
Duke,1977,24,17
Duke,1978,24,18
Duke,1979,24,19
E Washington,1980,197,0
E Washington,1981,197,1
E Washington,1982,197,2
E Washington,1983,197,3
E Washington,1984,197,4
E Washington,1985,197,5
E Washington,1986,197,6
E Washington,1987,197,7
E Washington,1988,197,8
E Washington,1989,197,9
E Washington,1990,197,10
E Washington,1991,197,11
E Washington,1992,197,12
E Washington,1993,197,13
E Washington,1994,197,14
E Washington,1995,197,15
E Washington,1996,197,16
E Washington,1997,197,17
E Washington,1998,197,18
E Washington,1999,197,19
Eastern Illinois,2000,219,0
Eastern Illinois,2001,219,1
Eastern Illinois,2002,219,2
Eastern Illinois,2003,219,3
Eastern Illinois,2004,219,4
Eastern Illinois,2005,219,5
Eastern Illinois,2006,219,6
Eastern Illinois,2007,219,7
Eastern Illinois,2008,219,8
Eastern Illinois,2009,219,9
Eastern Illinois,2010,219,10
Eastern Illinois,2011,219,11
Eastern Illinois,2012,219,12
Eastern Illinois,2013,219,13
Eastern Illinois,2014,219,14
Eastern Illinois,2015,219,15
Eastern Illinois,2016,219,16
Eastern Illinois,2017,219,17
Eastern Illinois,2018,219,18
Eastern Illinois,2019,219,19
Eastern Kentucky,2020,221,0
Eastern Kentucky,2021,221,1
Eastern Kentucky,2022,221,2
Eastern Kentucky,2023,221,3
Eastern Kentucky,2024,221,4
Eastern Kentucky,2025,221,5
Eastern Kentucky,2026,221,6
Eastern Kentucky,2027,221,7
Eastern Kentucky,2028,221,8
Eastern Kentucky,2029,221,9
Eastern Kentucky,2030,221,10
Eastern Kentucky,2031,221,11
Eastern Kentucky,2032,221,12
Eastern Kentucky,2033,221,13
Eastern Kentucky,2034,221,14
Eastern Kentucky,2035,221,15
Eastern Kentucky,2036,221,16
Eastern Kentucky,2037,221,17
Eastern Kentucky,2038,221,18
Eastern Kentucky,2039,221,19
Eastern Michigan,2040,26,0
Eastern Michigan,2041,26,1
Eastern Michigan,2042,26,2
Eastern Michigan,2043,26,3
Eastern Michigan,2044,26,4
Eastern Michigan,2045,26,5
Eastern Michigan,2046,26,6
Eastern Michigan,2047,26,7
Eastern Michigan,2048,26,8
Eastern Michigan,2049,26,9
Eastern Michigan,2050,26,10
Eastern Michigan,2051,26,11
Eastern Michigan,2052,26,12
Eastern Michigan,2053,26,13
Eastern Michigan,2054,26,14
Eastern Michigan,2055,26,15
Eastern Michigan,2056,26,16
Eastern Michigan,2057,26,17
Eastern Michigan,2058,26,18
Eastern Michigan,2059,26,19
ECU,2060,25,0
ECU,2061,25,1
ECU,2062,25,2
ECU,2063,25,3
ECU,2064,25,4
ECU,2065,25,5
ECU,2066,25,6
ECU,2067,25,7
ECU,2068,25,8
ECU,2069,25,9
ECU,2070,25,10
ECU,2071,25,11
ECU,2072,25,12
ECU,2073,25,13
ECU,2074,25,14
ECU,2075,25,15
ECU,2076,25,16
ECU,2077,25,17
ECU,2078,25,18
ECU,2079,25,19
Elon,2080,191,0
Elon,2081,191,1
Elon,2082,191,2
Elon,2083,191,3
Elon,2084,191,4
Elon,2085,191,5
Elon,2086,191,6
Elon,2087,191,7
Elon,2088,191,8
Elon,2089,191,9
Elon,2090,191,10
Elon,2091,191,11
Elon,2092,191,12
Elon,2093,191,13
Elon,2094,191,14
Elon,2095,191,15
Elon,2096,191,16
Elon,2097,191,17
Elon,2098,191,18
Elon,2099,191,19
FIU,2100,230,0
FIU,2101,230,1
FIU,2102,230,2
FIU,2103,230,3
FIU,2104,230,4
FIU,2105,230,5
FIU,2106,230,6
FIU,2107,230,7
FIU,2108,230,8
FIU,2109,230,9
FIU,2110,230,10
FIU,2111,230,11
FIU,2112,230,12
FIU,2113,230,13
FIU,2114,230,14
FIU,2115,230,15
FIU,2116,230,16
FIU,2117,230,17
FIU,2118,230,18
FIU,2119,230,19
Florida,2120,27,0
Florida,2121,27,1
Florida,2122,27,2
Florida,2123,27,3
Florida,2124,27,4
Florida,2125,27,5
Florida,2126,27,6
Florida,2127,27,7
Florida,2128,27,8
Florida,2129,27,9
Florida,2130,27,10
Florida,2131,27,11
Florida,2132,27,12
Florida,2133,27,13
Florida,2134,27,14
Florida,2135,27,15
Florida,2136,27,16
Florida,2137,27,17
Florida,2138,27,18
Florida,2139,27,19
Florida A&M,2140,126,0
Florida A&M,2141,126,1
Florida A&M,2142,126,2
Florida A&M,2143,126,3
Florida A&M,2144,126,4
Florida A&M,2145,126,5
Florida A&M,2146,126,6
Florida A&M,2147,126,7
Florida A&M,2148,126,8
Florida A&M,2149,126,9
Florida A&M,2150,126,10
Florida A&M,2151,126,11
Florida A&M,2152,126,12
Florida A&M,2153,126,13
Florida A&M,2154,126,14
Florida A&M,2155,126,15
Florida A&M,2156,126,16
Florida A&M,2157,126,17
Florida A&M,2158,126,18
Florida A&M,2159,126,19
Florida Atlantic,2160,229,0
Florida Atlantic,2161,229,1
Florida Atlantic,2162,229,2
Florida Atlantic,2163,229,3
Florida Atlantic,2164,229,4
Florida Atlantic,2165,229,5
Florida Atlantic,2166,229,6
Florida Atlantic,2167,229,7
Florida Atlantic,2168,229,8
Florida Atlantic,2169,229,9
Florida Atlantic,2170,229,10
Florida Atlantic,2171,229,11
Florida Atlantic,2172,229,12
Florida Atlantic,2173,229,13
Florida Atlantic,2174,229,14
Florida Atlantic,2175,229,15
Florida Atlantic,2176,229,16
Florida Atlantic,2177,229,17
Florida Atlantic,2178,229,18
Florida Atlantic,2179,229,19
Florida State,2180,28,0
Florida State,2181,28,1
Florida State,2182,28,2
Florida State,2183,28,3
Florida State,2184,28,4
Florida State,2185,28,5
Florida State,2186,28,6
Florida State,2187,28,7
Florida State,2188,28,8
Florida State,2189,28,9
Florida State,2190,28,10
Florida State,2191,28,11
Florida State,2192,28,12
Florida State,2193,28,13
Florida State,2194,28,14
Florida State,2195,28,15
Florida State,2196,28,16
Florida State,2197,28,17
Florida State,2198,28,18
Florida State,2199,28,19
Fresno State,2200,29,0
Fresno State,2201,29,1
Fresno State,2202,29,2
Fresno State,2203,29,3
Fresno State,2204,29,4
Fresno State,2205,29,5
Fresno State,2206,29,6
Fresno State,2207,29,7
Fresno State,2208,29,8
Fresno State,2209,29,9
Fresno State,2210,29,10
Fresno State,2211,29,11
Fresno State,2212,29,12
Fresno State,2213,29,13
Fresno State,2214,29,14
Fresno State,2215,29,15
Fresno State,2216,29,16
Fresno State,2217,29,17
Fresno State,2218,29,18
Fresno State,2219,29,19
Furman,2220,192,0
Furman,2221,192,1
Furman,2222,192,2
Furman,2223,192,3
Furman,2224,192,4
Furman,2225,192,5
Furman,2226,192,6
Furman,2227,192,7
Furman,2228,192,8
Furman,2229,192,9
Furman,2230,192,10
Furman,2231,192,11
Furman,2232,192,12
Furman,2233,192,13
Furman,2234,192,14
Furman,2235,192,15
Furman,2236,192,16
Furman,2237,192,17
Furman,2238,192,18
Furman,2239,192,19
Georgia,2240,30,0
Georgia,2241,30,1
Georgia,2242,30,2
Georgia,2243,30,3
Georgia,2244,30,4
Georgia,2245,30,5
Georgia,2246,30,6
Georgia,2247,30,7
Georgia,2248,30,8
Georgia,2249,30,9
Georgia,2250,30,10
Georgia,2251,30,11
Georgia,2252,30,12
Georgia,2253,30,13
Georgia,2254,30,14
Georgia,2255,30,15
Georgia,2256,30,16
Georgia,2257,30,17
Georgia,2258,30,18
Georgia,2259,30,19
Georgia Southern,2260,193,0
Georgia Southern,2261,193,1
Georgia Southern,2262,193,2
Georgia Southern,2263,193,3
Georgia Southern,2264,193,4
Georgia Southern,2265,193,5
Georgia Southern,2266,193,6
Georgia Southern,2267,193,7
Georgia Southern,2268,193,8
Georgia Southern,2269,193,9
Georgia Southern,2270,193,10
Georgia Southern,2271,193,11
Georgia Southern,2272,193,12
Georgia Southern,2273,193,13
Georgia Southern,2274,193,14
Georgia Southern,2275,193,15
Georgia Southern,2276,193,16
Georgia Southern,2277,193,17
Georgia Southern,2278,193,18
Georgia Southern,2279,193,19
Georgia State,2280,162,0
Georgia State,2281,162,1
Georgia State,2282,162,2
Georgia State,2283,162,3
Georgia State,2284,162,4
Georgia State,2285,162,5
Georgia State,2286,162,6
Georgia State,2287,162,7
Georgia State,2288,162,8
Georgia State,2289,162,9
Georgia State,2290,162,10
Georgia State,2291,162,11
Georgia State,2292,162,12
Georgia State,2293,162,13
Georgia State,2294,162,14
Georgia State,2295,162,15
Georgia State,2296,162,16
Georgia State,2297,162,17
Georgia State,2298,162,18
Georgia State,2299,162,19
Georgia Tech,2300,31,0
Georgia Tech,2301,31,1
Georgia Tech,2302,31,2
Georgia Tech,2303,31,3
Georgia Tech,2304,31,4
Georgia Tech,2305,31,5
Georgia Tech,2306,31,6
Georgia Tech,2307,31,7
Georgia Tech,2308,31,8
Georgia Tech,2309,31,9
Georgia Tech,2310,31,10
Georgia Tech,2311,31,11
Georgia Tech,2312,31,12
Georgia Tech,2313,31,13
Georgia Tech,2314,31,14
Georgia Tech,2315,31,15
Georgia Tech,2316,31,16
Georgia Tech,2317,31,17
Georgia Tech,2318,31,18
Georgia Tech,2319,31,19
Grambling State,2320,127,0
Grambling State,2321,127,1
Grambling State,2322,127,2
Grambling State,2323,127,3
Grambling State,2324,127,4
Grambling State,2325,127,5
Grambling State,2326,127,6
Grambling State,2327,127,7
Grambling State,2328,127,8
Grambling State,2329,127,9
Grambling State,2330,127,10
Grambling State,2331,127,11
Grambling State,2332,127,12
Grambling State,2333,127,13
Grambling State,2334,127,14
Grambling State,2335,127,15
Grambling State,2336,127,16
Grambling State,2337,127,17
Grambling State,2338,127,18
Grambling State,2339,127,19
Hampton,2340,128,0
Hampton,2341,128,1
Hampton,2342,128,2
Hampton,2343,128,3
Hampton,2344,128,4
Hampton,2345,128,5
Hampton,2346,128,6
Hampton,2347,128,7
Hampton,2348,128,8
Hampton,2349,128,9
Hampton,2350,128,10
Hampton,2351,128,11
Hampton,2352,128,12
Hampton,2353,128,13
Hampton,2354,128,14
Hampton,2355,128,15
Hampton,2356,128,16
Hampton,2357,128,17
Hampton,2358,128,18
Hampton,2359,128,19
Harvard,2360,129,0
Harvard,2361,129,1
Harvard,2362,129,2
Harvard,2363,129,3
Harvard,2364,129,4
Harvard,2365,129,5
Harvard,2366,129,6
Harvard,2367,129,7
Harvard,2368,129,8
Harvard,2369,129,9
Harvard,2370,129,10
Harvard,2371,129,11
Harvard,2372,129,12
Harvard,2373,129,13
Harvard,2374,129,14
Harvard,2375,129,15
Harvard,2376,129,16
Harvard,2377,129,17
Harvard,2378,129,18
Harvard,2379,129,19
Hawaii,2380,32,0
Hawaii,2381,32,1
Hawaii,2382,32,2
Hawaii,2383,32,3
Hawaii,2384,32,4
Hawaii,2385,32,5
Hawaii,2386,32,6
Hawaii,2387,32,7
Hawaii,2388,32,8
Hawaii,2389,32,9
Hawaii,2390,32,10
Hawaii,2391,32,11
Hawaii,2392,32,12
Hawaii,2393,32,13
Hawaii,2394,32,14
Hawaii,2395,32,15
Hawaii,2396,32,16
Hawaii,2397,32,17
Hawaii,2398,32,18
Hawaii,2399,32,19
Houston,2400,33,0
Houston,2401,33,1
Houston,2402,33,2
Houston,2403,33,3
Houston,2404,33,4
Houston,2405,33,5
Houston,2406,33,6
Houston,2407,33,7
Houston,2408,33,8
Houston,2409,33,9
Houston,2410,33,10
Houston,2411,33,11
Houston,2412,33,12
Houston,2413,33,13
Houston,2414,33,14
Houston,2415,33,15
Houston,2416,33,16
Houston,2417,33,17
Houston,2418,33,18
Houston,2419,33,19
Howard,2420,130,0
Howard,2421,130,1
Howard,2422,130,2
Howard,2423,130,3
Howard,2424,130,4
Howard,2425,130,5
Howard,2426,130,6
Howard,2427,130,7
Howard,2428,130,8
Howard,2429,130,9
Howard,2430,130,10
Howard,2431,130,11
Howard,2432,130,12
Howard,2433,130,13
Howard,2434,130,14
Howard,2435,130,15
Howard,2436,130,16
Howard,2437,130,17
Howard,2438,130,18
Howard,2439,130,19
Idaho,2440,34,0
Idaho,2441,34,1
Idaho,2442,34,2
Idaho,2443,34,3
Idaho,2444,34,4
Idaho,2445,34,5
Idaho,2446,34,6
Idaho,2447,34,7
Idaho,2448,34,8
Idaho,2449,34,9
Idaho,2450,34,10
Idaho,2451,34,11
Idaho,2452,34,12
Idaho,2453,34,13
Idaho,2454,34,14
Idaho,2455,34,15
Idaho,2456,34,16
Idaho,2457,34,17
Idaho,2458,34,18
Idaho,2459,34,19
Idaho State,2460,198,0
Idaho State,2461,198,1
Idaho State,2462,198,2
Idaho State,2463,198,3
Idaho State,2464,198,4
Idaho State,2465,198,5
Idaho State,2466,198,6
Idaho State,2467,198,7
Idaho State,2468,198,8
Idaho State,2469,198,9
Idaho State,2470,198,10
Idaho State,2471,198,11
Idaho State,2472,198,12
Idaho State,2473,198,13
Idaho State,2474,198,14
Idaho State,2475,198,15
Idaho State,2476,198,16
Idaho State,2477,198,17
Idaho State,2478,198,18
Idaho State,2479,198,19
Illinois,2480,35,0
Illinois,2481,35,1
Illinois,2482,35,2
Illinois,2483,35,3
Illinois,2484,35,4
Illinois,2485,35,5
Illinois,2486,35,6
Illinois,2487,35,7
Illinois,2488,35,8
Illinois,2489,35,9
Illinois,2490,35,10
Illinois,2491,35,11
Illinois,2492,35,12
Illinois,2493,35,13
Illinois,2494,35,14
Illinois,2495,35,15
Illinois,2496,35,16
Illinois,2497,35,17
Illinois,2498,35,18
Illinois,2499,35,19
Illinois State,2500,205,0
Illinois State,2501,205,1
Illinois State,2502,205,2
Illinois State,2503,205,3
Illinois State,2504,205,4
Illinois State,2505,205,5
Illinois State,2506,205,6
Illinois State,2507,205,7
Illinois State,2508,205,8
Illinois State,2509,205,9
Illinois State,2510,205,10
Illinois State,2511,205,11
Illinois State,2512,205,12
Illinois State,2513,205,13
Illinois State,2514,205,14
Illinois State,2515,205,15
Illinois State,2516,205,16
Illinois State,2517,205,17
Illinois State,2518,205,18
Illinois State,2519,205,19
Indiana,2520,36,0
Indiana,2521,36,1
Indiana,2522,36,2
Indiana,2523,36,3
Indiana,2524,36,4
Indiana,2525,36,5
Indiana,2526,36,6
Indiana,2527,36,7
Indiana,2528,36,8
Indiana,2529,36,9
Indiana,2530,36,10
Indiana,2531,36,11
Indiana,2532,36,12
Indiana,2533,36,13
Indiana,2534,36,14
Indiana,2535,36,15
Indiana,2536,36,16
Indiana,2537,36,17
Indiana,2538,36,18
Indiana,2539,36,19
Indiana State,2540,206,0
Indiana State,2541,206,1
Indiana State,2542,206,2
Indiana State,2543,206,3
Indiana State,2544,206,4
Indiana State,2545,206,5
Indiana State,2546,206,6
Indiana State,2547,206,7
Indiana State,2548,206,8
Indiana State,2549,206,9
Indiana State,2550,206,10
Indiana State,2551,206,11
Indiana State,2552,206,12
Indiana State,2553,206,13
Indiana State,2554,206,14
Indiana State,2555,206,15
Indiana State,2556,206,16
Indiana State,2557,206,17
Indiana State,2558,206,18
Indiana State,2559,206,19
Iowa,2560,37,0
Iowa,2561,37,1
Iowa,2562,37,2
Iowa,2563,37,3
Iowa,2564,37,4
Iowa,2565,37,5
Iowa,2566,37,6
Iowa,2567,37,7
Iowa,2568,37,8
Iowa,2569,37,9
Iowa,2570,37,10
Iowa,2571,37,11
Iowa,2572,37,12
Iowa,2573,37,13
Iowa,2574,37,14
Iowa,2575,37,15
Iowa,2576,37,16
Iowa,2577,37,17
Iowa,2578,37,18
Iowa,2579,37,19
Iowa State,2580,38,0
Iowa State,2581,38,1
Iowa State,2582,38,2
Iowa State,2583,38,3
Iowa State,2584,38,4
Iowa State,2585,38,5
Iowa State,2586,38,6
Iowa State,2587,38,7
Iowa State,2588,38,8
Iowa State,2589,38,9
Iowa State,2590,38,10
Iowa State,2591,38,11
Iowa State,2592,38,12
Iowa State,2593,38,13
Iowa State,2594,38,14
Iowa State,2595,38,15
Iowa State,2596,38,16
Iowa State,2597,38,17
Iowa State,2598,38,18
Iowa State,2599,38,19
Jackson State,2600,131,0
Jackson State,2601,131,1
Jackson State,2602,131,2
Jackson State,2603,131,3
Jackson State,2604,131,4
Jackson State,2605,131,5
Jackson State,2606,131,6
Jackson State,2607,131,7
Jackson State,2608,131,8
Jackson State,2609,131,9
Jackson State,2610,131,10
Jackson State,2611,131,11
Jackson State,2612,131,12
Jackson State,2613,131,13
Jackson State,2614,131,14
Jackson State,2615,131,15
Jackson State,2616,131,16
Jackson State,2617,131,17
Jackson State,2618,131,18
Jackson State,2619,131,19
Jacksonville State,2620,223,0
Jacksonville State,2621,223,1
Jacksonville State,2622,223,2
Jacksonville State,2623,223,3
Jacksonville State,2624,223,4
Jacksonville State,2625,223,5
Jacksonville State,2626,223,6
Jacksonville State,2627,223,7
Jacksonville State,2628,223,8
Jacksonville State,2629,223,9
Jacksonville State,2630,223,10
Jacksonville State,2631,223,11
Jacksonville State,2632,223,12
Jacksonville State,2633,223,13
Jacksonville State,2634,223,14
Jacksonville State,2635,223,15
Jacksonville State,2636,223,16
Jacksonville State,2637,223,17
Jacksonville State,2638,223,18
Jacksonville State,2639,223,19
James Madison,2640,179,0
James Madison,2641,179,1
James Madison,2642,179,2
